location,sentiment,overall_sentiment_score
Naigaon,Negative,-0.4019
Naihati,Positive,0.49143333333333333
Nainital,Positive,0.7245
Nainital District,Negative,-0.15675
Najibabad,Neutral,0.32930000000000004
Najibabd,Positive,0.4215
Nakhatrana Gidc,Positive,0.7003
Nakkapalle,Negative,-0.24285
Nalagandla,Positive,0.5719
Nalagarh,Neutral,0.2671125
Nalanda District,Neutral,0.25945625
Nalbari,Positive,0.44040000000000007
Nalbari District,Positive,0.3973714285714286
Nalco,Positive,0.4404
Nalgonda,Positive,0.4404
Nalgonda District,Neutral,0.25995
Nallur Kanniyakumari District,Negative,-0.4215
Namakkal,Neutral,0.313095
Namakkal District,Negative,-0.09745714285714285
Nambiyur,Neutral,0.0
Nanakaramguda,Negative,-0.8836
Nanauta,Negative,-0.4019
Nanded,Negative,-0.1178615384615384
Nanded District,Negative,-0.05130000000000001
Nanded Waghala,Negative,0.06519583333333334
Nandigama,Positive,0.4215
Nandigram,Positive,0.4404
Nandivaram Guduvancheri,Positive,0.6586000000000001
Nandurbar District,Positive,0.4215
Nandyal,Negative,0.1676
Nanjikottai,Positive,0.6486
Nanpara,Neutral,0.265325
Naraini,Negative,-0.3412
Narasannapeta,Positive,0.4215
Narasapur,Positive,0.44040000000000007
Narasaraopet,Negative,-0.04554166666666667
Narkatiaganj,Negative,-0.6124
Narmada District,Neutral,0.0
Narmadapuram Division,Negative,-0.5859
Narnaul,Positive,0.62025
Narsampet,Positive,0.2023
Narsimhapur District,Positive,0.7579
Narsinghgarh,Neutral,0.0
Narwana,Neutral,0.31245
Nashik,Negative,-0.09005555555555556
Nashik District,Positive,0.4215
Nashik Division,Positive,0.4404
Nasirabad,Positive,0.5106
Nasiyanur,Positive,0.22630000000000003
Natchiarkoil,Positive,0.7159
Natham,Positive,0.4215
Naubatpur,Positive,0.4578333333333333
Naudhia,Negative,-0.883
Nautanwa,Negative,-0.4754
Navalur,Positive,0.4215
Navi Mumbai,Negative,-0.010424999999999981
Navsari,Negative,-0.3384
Navsari District,Positive,0.7902
Nawada,Negative,0.19426666666666667
Nawada District,Positive,0.6402333333333333
Nayagarh,Negative,-0.07274999999999995
Nayagarh District,Negative,0.1007166666666667
Nayudupeta,Positive,0.44040000000000007
Nazira,Positive,0.4404
Nebadhai Duttapukur,Negative,-0.2261
Nedumangad,Positive,0.40898
Neem Ka Thana,Negative,-0.239925
Nellore,Negative,0.03092481481481485
Neripperichal,Positive,0.7579
New Barrackpur,Negative,0.07608333333333336
New Delhi,Negative,0.008792791982817535
New Mahe,Positive,0.4215
New Town,Negative,0.060436111111111114
Neyveli,Positive,0.6124
Neyyattinkara,Negative,-0.8753
Nichlaul,Negative,0.03754666666666667
Nidadavole,Positive,0.3664
Nilanga,Positive,0.4404
Nirmal,Negative,-0.1091833333333333
Nirmal District,Negative,-0.6908
Nirsa,Negative,0.268875
Niz Hajo,Positive,0.6369
Nizamabad,Positive,0.47465714285714283
Nizamabad District,Negative,0.08360000000000004
Noida,Negative,0.004247990543735203
Nongstoin,Negative,-0.1815
North 24 Parganas,Negative,-0.06149999999999998
North Barrackpur,Positive,0.5207333333333334
North Chotanagpur Division,Positive,0.4215
North Goa District,Negative,0.14920000000000003
North Guwahati,Positive,0.4404
North Lakhimpur,Positive,0.4732
North Paravur,Positive,0.4215
North Tripura,Positive,0.44040000000000007
North Tripura District,Positive,0.4215
North Twenty Four Parganas District,Negative,0.024810797342192714
North West Delhi,Negative,-0.19940000000000002
North West District,Positive,0.4215
Nowshehra,Neutral,0.0
Ntpc Dadri,Positive,0.4754
Ntpc Kaniha Township,Positive,0.44040000000000007
Ntpc Simhadri Township,Positive,0.4754
Nuakhurigan,Negative,0.13235000000000002
Nuapada District,Positive,0.6249
Numaligarh Refinery Township,Positive,0.4927
Nuzvid,Positive,0.3682
Odagaon,Positive,0.4404
Okni No 2,Positive,0.5574
Olpad,Positive,0.4215
Onda,Positive,0.4215
Ongole,Positive,0.43343333333333334
Ooty,Positive,0.8694
Oragadam Industrial Area,Negative,0.10839999999999998
Orai,Positive,0.54905
Othakadai,Positive,0.6369
Othakalmandapam,Negative,-0.1358
Ottappalam,Negative,0.09355
Pachore,Negative,0.195
Padappai,Positive,0.7964
Paderu,Negative,-0.3412
Padmapur,Positive,0.6369
Padrauna,Positive,0.70305
Paithan,Positive,0.551675
Pala,Positive,0.4404
Palacole,Positive,0.4215
Palakkad,Neutral,0.366425
Palakkad District,Negative,0.031908333333333316
Palakonda,Positive,0.4404
Palamaner,Negative,-0.2113
Palamu,Negative,-0.2732
Palamu District,Negative,-0.03470000000000001
Palani,Neutral,0.0
Palanpur,Positive,0.48726
Palasa Kasibugga,Negative,-0.6249
Palghar,Positive,0.4404
Palghar District,Positive,0.4404
Pali District,Positive,0.4927
Palitana,Neutral,0.0
Palladam,Positive,0.4404
Pallikkara,Positive,0.44040000000000007
Pallikonda,Negative,-0.3125
Pallipalayam,Positive,0.4404
Palwal,Positive,0.4754
Palwancha,Positive,0.8121
Pampalner,Positive,0.4767
Panachikkad,Positive,0.7269
Panadalam,Neutral,0.0
Panagudi,Positive,0.4404
Panaji,Positive,0.4927
Panchkula,Positive,0.5433
Panchla,Positive,0.5298666666666666
Pandavapura,Positive,0.4215
Panihati,Positive,0.4404
Panipat,Negative,0.04128333333333334
Panruti,Positive,0.34
Panskura,Positive,0.296
Panvel,Positive,0.1012
Paonta Sahib,Neutral,0.0
Paradip,Positive,0.48612
Paralakhemundi,Positive,0.4404
Paramakudi,Positive,0.6249
Paramathi,Neutral,0.0
Paranda,Positive,0.6369
Parappukkara,Negative,-0.1689
Parassala,Positive,0.5719
Paratwada,Positive,0.8979
Paravada Industrial Area,Positive,0.4372666666666667
Parbhani,Positive,0.8012
Pardi,Positive,0.6297699999999999
Pareo,Negative,-0.5849
Pargi,Positive,0.4215
Paria,Positive,0.4215
Pariyaram,Neutral,0.0
Parlakhemundi,Neutral,0.37365000000000004
Parli,Neutral,0.0
Parner,Positive,0.44040000000000007
Parota,Positive,0.7269
Parshioni,Positive,0.4404
Parvathipuram,Positive,0.4404
Parwanoo,Positive,0.5822333333333334
Paschim Medinipur District,Negative,-0.09675142857142849
Pashchim Champaran District,Negative,0.11882857142857145
Pashchimi Singhbhum District,Neutral,0.41755000000000003
Pasighat,Neutral,0.2268875
Patan,Positive,0.6597
Pataudi,Positive,0.2023
Pathanamthitta,Positive,0.44040000000000007
Pathanamthitta District,Positive,0.45771428571428574
Pathankot,Positive,0.4404
Pathankot District,Negative,-0.29245
Pathapatnam,Neutral,0.0
Pathar,Positive,0.4404
Pathara,Neutral,0.0
Patharia,Positive,0.4927
Pathri,Negative,-0.06040000000000001
Patiala,Positive,0.6752833333333333
Patiala District,Positive,0.6249
Patiala Division,Negative,0.05050000000000001
Patna,Negative,0.013828199233716476
Patna District,Neutral,0.2672125
Patna Division,Neutral,0.3157125
Patnagarh,Neutral,0.24634999999999999
Pattamundai,Negative,-0.2732
Patti,Positive,0.4215
Pattukkottai,Positive,0.4215
Patuli,Positive,0.4404
Patulia,Positive,0.6249
Patur,Positive,0.44040000000000007
Pauri,Positive,0.8591000000000001
Pauri Garhwal,Negative,-0.4019
Payakaraopeta,Positive,0.4404
Pedatadepalli,Positive,0.5719
Peddapalle District,Neutral,0.19440000000000004
Peddapuram,Negative,0.0211625
Pen,Negative,0.03893000000000002
Pentapadu,Positive,0.6597
Perambalur District,Positive,0.4215
Peringathur,Positive,0.296
Perinthalmanna,Positive,0.64975
Periyakulam,Positive,0.6119
Pernampattu,Positive,0.4404
Perumbavoor,Negative,-0.0028000000000000247
Perundurai,Positive,0.7474
Pethapur,Positive,0.34
Phagwara,Negative,-0.5423
Phalodi,Positive,0.8104
Phaltan,Positive,0.47669999999999996
Phulpur Allahabad District,Positive,0.4927
Phusro,Positive,0.22630000000000003
Pichhore Gwalior District,Positive,0.5994
Pichhore Shivpuri District,Positive,0.4927
Piduguralla,Positive,0.7964
Pilani,Neutral,0.0
Pilibhit,Positive,0.5190714285714286
Pilibhit District,Positive,0.44040000000000007
Pilkhuwa,Negative,-0.20410000000000003
Pimpri Chinchwad,Negative,0.10419062500000001
Pindwara,Positive,0.3612
Pipar City,Positive,0.4404
Pipariya,Negative,-0.12545
Pipraich,Neutral,0.0
Pipri,Negative,-0.1388
Pirayiri,Positive,0.4697
Piro,Positive,0.4215
Pithampur,Positive,0.948
Pithoragarh,Neutral,0.0
Podalakur,Neutral,0.26403333333333334
Pollachi,Negative,-0.4522
Polur,Neutral,0.0
Ponda,Positive,0.5407666666666667
Pondicherry,Neutral,0.0
Porbandar,Positive,0.48423333333333335
Porbandar District,Neutral,0.2202
Port Blair,Positive,0.386875
Prakasam,Negative,-0.6249
Prakasam District,Negative,-0.019354347826086943
Pratapgarh,Negative,0.07326666666666666
Pratapgarh District,Neutral,0.2544619047619048
Prattipadu,Positive,0.5994
Prayagraj,Negative,-0.0006293121693121684
Prayagraj Division,Positive,0.4215
Presidency Division,Neutral,0.25665
Proddatur,Negative,0.0484
Puducherry,Negative,0.020664285714285746
Puducherry District,Positive,0.44845
Pudukkottai,Negative,-0.06999999999999995
Pudukkottai District,Positive,0.42905999999999994
Pujali,Positive,0.4215
Pukhrayan,Positive,0.46525
Pulwama,Positive,0.44040000000000007
Punalur,Neutral,0.0392
Pundri,Positive,0.4215
Pune,Negative,0.014609466019417464
Pune District,Negative,0.14487142857142857
Punjai Puliampatti,Neutral,0.0
Punjaipuliampatti,Positive,0.46597500000000003
Puranpur,Positive,0.4404
Purba Bardhaman,Positive,0.43567500000000003
Purba Bardhaman District,Negative,0.10009222222222221
Purba Champaran District,Negative,0.080085
Purba Medinipur,Positive,0.4927
Purba Medinipur District,Neutral,0.23261935483870969
Purbi Champaran District,Positive,0.2724
Purbi Singhbhum District,Negative,0.06706000000000001
Purbo Medinipur District,Positive,0.4215
Puri,Neutral,0.0
Puri District,Positive,0.6295636363636364
Purnia,Negative,0.07294035087719299
Purnia District,Neutral,0.2816466666666667
Puruliya,Positive,0.518475
Puruliya District,Negative,0.027791111111111155
Purusottampur,Negative,0.13365000000000002
Puthalam,Negative,-0.5994
Puthuppariyaram,Positive,0.6486
Puthur,Positive,0.3612
Puttaparthi,Positive,0.4404
Puttur,Neutral,0.0
Puvalur,Negative,-0.2263
Quepem,Neutral,-0.0814
Raasi Cement Factory Wazirabad,Negative,-0.5423
Radaur,Positive,0.4927
Rae Bareli,Positive,0.4376875
Rae Bareli District,Positive,0.47003529411764705
Raghunathpur,Neutral,0.0
Raghunathpur Hugli District,Positive,0.4927
Raghunathpur Puruliya District,Positive,0.4215
Raha,Positive,0.4404
Rahimatpur,Positive,0.7003
Raichur,Negative,-0.02433809523809523
Raichur District,Negative,-0.1974
Raigad,Positive,0.4215
Raiganj,Negative,0.0492033333333333
Raigarh,Negative,0.09220555555555555
Raigarh District,Negative,0.1041598484848485
Raipur,Negative,0.010262108262108272
Raipur District,Positive,0.44040000000000007
Rairangpur,Positive,0.4215
Raisen District,Positive,0.7397
Raja Sansi,Positive,0.5719
Rajagangapur,Positive,0.4854
Rajahmundry,Negative,-0.011953846153846148
Rajam,Neutral,0.2202
Rajanna Sircilla District,Neutral,0.2202
Rajauli,Positive,0.34
Rajgarh Churu District,Positive,0.19010000000000002
Rajgarh District,Positive,0.53265
Rajkot,Negative,0.0025803312629399575
Rajkot District,Neutral,0.42297
Rajpur,Positive,0.4927
Rajpur Bazar,Positive,0.6808
Rajpur Sonarpur,Negative,0.22806999999999997
Rajpura,Negative,-0.5678
Rajsamand,Negative,-0.5423
Rajsamand District,Positive,0.44040000000000007
Rajula,Neutral,0.148
Ramachandrapuram,Negative,0.009450000000000042
Ramagundam,Neutral,0.0
Raman,Positive,0.4215
Ramanagara,Positive,0.4215
Ramanagara District,Positive,0.891
Ramanathapuram,Positive,0.542825
Ramanathapuram District,Negative,-0.03747500000000001
Ramannapeta,Positive,0.4215
Ramban,Positive,0.296
Ramgarh,Positive,0.6597
Ramgarh Cantonment Civil Township,Positive,0.8316
Ramgarh District,Negative,-0.8218
Rampur,Negative,-0.42110000000000003
Rampur Karkhana,Positive,0.6369
Rampura Phul,Positive,0.6249
Rampurhat,Negative,-0.036371428571428555
Ranaghat,Negative,0.046542857142857164
Ranbirsinghpora,Positive,0.5777
Ranchi,Negative,-0.05419739130434783
Ranchi District,Positive,0.5859
Ranebennur,Positive,0.6369
Ranga Reddy,Negative,0.01166507936507936
Rangabhita,Negative,-0.4767
Rangapara,Positive,0.8542
Rangareddy District,Negative,-0.2312
Rangia,Positive,0.4404
Raniganj,Positive,0.4754
Ranipettai,Negative,-0.07204999999999998
Ranirbazar,Neutral,0.0
Raniyan,Positive,0.9287
Ranjangaon Midc,Positive,0.4215
Rasra,Negative,-0.11354999999999998
Rasulabad Kanpur Dehat District,Positive,0.4215
Rath,Neutral,0.0
Rati Ka Nagla Industrial Area,Positive,0.6369
Ratlam,Positive,0.5994
Ratlam District,Positive,0.4215
Ratnagiri,Negative,0.20675999999999997
Ratnagiri District,Positive,0.7515000000000001
Rau,Negative,-0.34801000000000004
Raxaul Bazar,Positive,0.44040000000000007
Rayachoti,Negative,-0.06040000000000001
Rayadurg,Positive,0.5994
Rayagada,Positive,0.5280666666666667
Rayagada District,Positive,0.7014
Raybag,Positive,0.4215
Razole,Neutral,0.2997
Reis Magos,Positive,0.6369
Rengali,Positive,0.40775
Reoti,Positive,0.4754
Repalle,Neutral,0.22391250000000001
Rewa,Positive,0.50254
Rewari,Negative,-0.043822222222222186
Rewari District,Negative,-0.7783000000000001
Riico Industrial Area Neemrana,Negative,-0.29985
Rishikesh,Negative,0.06873333333333333
Rishra,Neutral,0.4016166666666667
Robertsganj,Positive,0.42960000000000004
Rohtak,Neutral,0.0
Rohtak District,Positive,0.6249
Rohtas District,Positive,0.5313214285714285
Roorkee,Negative,-0.014506666666666649
Rosera,Positive,0.2263
Rourkela,Negative,-0.08676538461538463
Rudayan,Positive,0.765
Rudraprayag District,Negative,-0.3412
Rudrapur,Neutral,0.263645
Rudravaram,Negative,-0.6249
Rupnagar,Positive,0.4404
Rupnagar District,Negative,0.026000000000000023
Sabar Kantha District,Positive,0.6291500000000001
Sadat,Positive,0.6369
Sadaura,Positive,0.7906
Safidon,Negative,-0.3412
Sagalee,Positive,0.1045
Sagar,Negative,-0.01733333333333331
Sagar District,Positive,0.43095
Sagwara,Positive,0.4215
Saha,Positive,0.8563
Saharanpur,Negative,0.04520000000000002
Saharsa,Negative,0.04026666666666667
Saharsa District,Positive,0.5059
Sahatwar,Negative,-0.6256
Sahebganj,Positive,0.4850999999999999
Sahibganj,Positive,0.479625
Sahibganj District,Negative,0.015800000000000036
Saiha,Neutral,0.2202
Sainthia,Negative,0.019250000000000017
Sakaldiha,Positive,0.4215
Sakoli,Positive,0.4404
Sakti,Positive,0.3612
Salaya,Positive,0.44040000000000007
Salem,Neutral,0.2669340909090909
Salem District,Negative,-0.01360000000000002
Salempur,Positive,0.9451
Saligram,Positive,0.6115
Salon,Positive,0.5994
Salpara Molandubi Pt 1,Positive,0.4754
Samalkot,Negative,0.19074999999999998
Samastipur,Negative,0.05876666666666667
Samastipur District,Negative,0.00977906976744188
Samba District,Neutral,0.1806
Sambalpur,Neutral,0.3908285714285714
Sambalpur District,Positive,0.4404
Sambhal,Negative,0.14340000000000003
Sampla,Positive,0.49269999999999997
Samrala,Positive,0.7906
Samthar,Positive,0.6369
Samudragarh,Positive,0.44040000000000007
Sanand,Positive,0.8109999999999999
Sanand Gidc,Positive,0.5929666666666668
Sanawad,Negative,-0.8475
Sangamner,Negative,0.10303333333333331
Sangareddy,Positive,0.4404
Sangareddy District,Positive,0.31656
Sangli District,Negative,0.14506000000000002
Sangli Miraj Kupwad,Positive,0.46635
Sangola,Positive,0.5927
Sangrur,Positive,0.742
Sangrur District,Positive,0.75205
Sanivarapupeta,Positive,0.44040000000000007
Sankarankoil,Positive,0.35476
Sankari,Positive,0.44040000000000007
Sankeshwar,Positive,0.5767
Sankrail,Positive,0.477925
Sanquelim,Positive,0.4752666666666667
Sant Kabir Nagar,Positive,0.6753
Sant Kabir Nagar District,Positive,0.9674
Sant Ravidas Nagar Bhadohi District,Neutral,0.34478125
Santipur,Positive,0.6302800000000001
Santir Bazaar,Positive,0.44040000000000007
Santirbazar,Positive,0.4752666666666667
Sara Industrial Estate,Negative,-0.2235
Sarai Mir,Negative,-0.4375
Saran,Positive,0.6257666666666667
Saran District,Negative,0.03170166666666666
Saranga,Positive,0.6369
Saraon,Positive,0.431
Sardarshahar,Negative,-0.4019
Sardhana,Positive,0.5994
Sarni,Positive,0.6369
Sarupathar,Positive,0.44040000000000007
Sasaram,Negative,-0.031983333333333364
Satara,Positive,0.4215
Satara District,Positive,0.872
Satghara,Neutral,0.0
Sathupally,Positive,0.6705
Satna,Positive,0.4019
Satna District,Negative,-0.09049999999999997
Satrampadu,Positive,0.4404
Satwas,Positive,0.6249
Saurikh,Positive,0.587775
Sawai Madhopur,Neutral,0.0
Sawai Madhopur District,Positive,0.44040000000000007
Secunderabad,Negative,-0.032223333333333326
Sehara,Positive,0.4927
Sehore,Neutral,0.0
Sehore District,Negative,0.04693333333333333
Seithur,Positive,0.4404
Selaqui,Negative,-0.16454999999999997
Semari,Negative,-0.5875
Seohara,Positive,0.4215
Seoni Malwa,Positive,0.5651
Serampore,Positive,0.4404
Shahabad,Positive,0.35579999999999995
Shahabad Hardoi District,Positive,0.6249
Shahada,Positive,0.34
Shahbad,Positive,0.4404
Shahdara,Positive,0.6908
Shahdol,Negative,0.07674166666666665
Shahdol District,Negative,-0.6416
Shahid Bhagat Singh Nagar District,Neutral,0.22855
Shahjahanpur,Positive,0.5619166666666667
Shahjahanpur District,Positive,0.5687
Shajapur,Positive,0.4754
Shajapur District,Positive,0.49269999999999997
Shamli,Positive,0.44040000000000007
Shamshi Industrial Area,Positive,0.4215
Shankargarh,Negative,-0.35015
Sheikhpura,Neutral,0.0
Shendra Midc,Positive,0.4215
Shenkottai,Positive,0.296
Sheohar,Positive,0.57405
Sheohar District,Positive,0.5859
Sheopur,Negative,-0.4019
Sheragada,Positive,0.6124
Sherghati,Positive,0.4404
Sherkot,Positive,0.9174000000000001
Shevgaon,Positive,0.4754
Shikrapur,Positive,0.4404
Shillong,Negative,0.10298727272727276
Shimla,Negative,0.10631874999999999
Shimla Division,Positive,0.7889
Shimoga District,Negative,-0.7356
Shirdi,Positive,0.4215
Shirpur,Positive,0.48738888888888887
Shirur,Negative,-0.05094999999999997
Shirwal,Positive,0.4404
Shivamogga,Neutral,0.2959
Shravanabelgola,Positive,0.7906
Shrigonda,Positive,0.6976
Shrirampur,Positive,0.6087750000000001
Shrivardhan,Neutral,0.0
Shujalpur,Negative,-0.3412
Siana,Negative,-0.4019
Sibsagar,Positive,0.44040000000000007
Sidco Bargur,Positive,0.6597
Sidco Industrial Estate Jakkasandra,Positive,0.4215
Sidcul Haridwar,Positive,0.6095
Siddharthnagar District,Neutral,0.2202
Siddhaur,Positive,0.4404
Siddipet,Positive,0.41625
Siddipet District,Positive,0.5097400000000001
Sidhi,Positive,0.4754
Sidhpur,Negative,-0.6259
Sikanderpur Ballia District,Positive,0.296
Sikandra Rao,Positive,0.4215
Sikar,Negative,-0.2198
Sikar District,Negative,-0.2732
Sikindra,Positive,0.34
Silapathar,Positive,0.2533
Silchar,Positive,0.385125
Siliguri,Negative,0.06879523809523809
Sillod,Positive,0.4404
Silvassa,Positive,0.4404
Simar Sir,Positive,0.37554000000000004
Simdega,Positive,0.45855
Simga,Positive,0.34
Simlapal,Positive,0.4404
Sindgi,Negative,-0.3412
Sindhnur,Positive,0.4215
Singhesar Asthan,Positive,0.6369
Singur,Negative,0.019250000000000017
Siolim,Positive,0.6249
Sipcot Industrial Complex Pillaipakkam,Neutral,0.0
Sipcot Perundurai,Positive,0.296
Sipcot Thervoy Kandigal,Positive,0.4404
Sircilla,Negative,-0.08205499999999999
Sirhind Fatehgarh Sahib,Positive,0.486525
Sirkali,Positive,0.2263
Sirohi,Positive,0.4215
Sirohi District,Positive,0.9594999999999999
Sirsa,Negative,0.04492916666666666
Sirsi,Neutral,0.42595
Sirugamani,Neutral,-0.0643
Sisauli,Neutral,0.0
Siswa Bazar,Positive,0.4215
Sitamarhi,Negative,0.13274264705882355
Sitamarhi District,Negative,0.08440555555555557
Sitapur,Negative,0.08097222222222222
Sitarganj,Neutral,0.0
Sivaganga,Positive,0.5994
Sivaganga District,Negative,0.024600000000000028
Sivakasi,Positive,0.4215
Sivasagar District,Negative,0.05726666666666669
Siwan,Negative,0.04529555555555557
Siwan District,Negative,0.011734154351395742
Solan District,Negative,-0.3412
Solapur,Negative,0.007922222222222275
Solapur District,Positive,0.664
Somandepalle,Positive,0.4215
Somnath,Neutral,0.09
Sompeta,Negative,-0.6249
Somvarpet,Positive,0.7935
Sonamukhi,Positive,0.4754
Sonapur,Positive,0.6369
Sonapur Gaon,Positive,0.6883
Sonari,Negative,-0.34
Sonatikiri,Neutral,0.0
Sonbhadra,Negative,0.14325000000000002
Sonbhadra District,Positive,0.9517000000000001
Sonepat,Positive,0.4215
Sonepur,Negative,-0.13035
Sonipat,Negative,-0.033212500000000006
Sonitpur District,Positive,0.46655
Sopore,Neutral,0.0
South Delhi,Positive,0.531625
South District,Positive,0.8162
South Goa,Negative,-0.5448
South Goa District,Positive,0.4215
South Tripura District,Positive,0.44040000000000007
South Twenty Four Parganas District,Negative,0.06540933333333333
South West Delhi,Positive,0.4215
Southern Division,Neutral,0.0
Sri Ganganagar,Neutral,0.295425
Sri Potti Sriramulu Nellore District,Negative,0.026442857142857157
Sricity,Negative,-0.3412
Srikakulam,Positive,0.4510571428571429
Srikakulam District,Negative,0.043670370370370394
Srinagar,Negative,0.03499374999999999
Sriperumbudur,Negative,-0.7579
Sriramnagar,Positive,0.7717
Srivilliputhur,Negative,-0.5256
Sualkuchi,Positive,0.4404
Suar,Positive,0.3182
Subarnapur,Neutral,0.0
Subarnapur District,Neutral,0.2611
Sugauli,Negative,-0.6249
Sujangarh,Positive,0.9076
Sullurpeta,Negative,-0.5106
Sulluru,Positive,0.4215
Sullurupeta,Positive,0.44040000000000007
Sultanpur,Negative,0.10947499999999999
Sultanpur District,Neutral,0.222675
Sulur,Negative,-0.6249
Sulya,Positive,0.5994
Sundargarh District,Positive,0.5151166666666667
Sungrur,Positive,0.4404
Sunnipenta,Positive,0.34
Supa Midc,Positive,0.6249
Supaul,Neutral,0.2616
Supaul District,Positive,0.52955
Surat,Negative,-0.044068080808080855
Surat District,Neutral,0.1806
Suratgarh,Neutral,0.21075
Surendranagar District,Positive,0.4754
Suri,Positive,0.5289857142857143
Suryapet,Negative,0.12186666666666665
Swaimadhopur,Neutral,0.0
T Narsipura,Positive,0.34
Tadepalli,Negative,-0.2732
Tadepalligudem,Negative,-0.19099999999999995
Tadipatri,Positive,0.44040000000000007
Tadpatri,Positive,0.6536333333333333
Takhlibilar Pathar,Neutral,0.0
Taki,Positive,0.4927
Takwe Industrial Area,Positive,0.5859
Talaja,Positive,0.44040000000000007
Talala,Positive,0.4215
Talcher,Positive,0.44040000000000007
Talcher Thermal Power Station Township,Positive,0.49269999999999997
Taldi,Positive,0.4404
Talegaon Dabhade,Positive,0.4754
Taliparamba,Negative,-0.5849
Talwandi Sabo,Positive,0.4404
Tanakpur,Negative,-0.2278
Tangla,Positive,0.7184
Tanuku,Positive,0.5957076923076923
Tapa,Positive,0.3811
Tarakeswar,Negative,-0.11730000000000002
Tarn Taran District,Neutral,0.0
Tegheria,Positive,0.4754
Teliamura,Positive,0.4215
Telo,Positive,0.5859
Tenali,Negative,-0.20095
Tendukheda Damoh District,Positive,0.7496
Tenkasi District,Negative,-0.20163939393939387
Terdal,Neutral,0.32232000000000005
Tezpur,Neutral,0.0
Thagarapuvalasa,Positive,0.4754
Thakurdwara,Positive,0.4754
Thakurganj,Neutral,0.0
Thalassery,Positive,0.5222777777777777
Thane,Negative,-0.06558969298245614
Thane District,Neutral,0.345695
Thanjavur,Negative,0.02625000000000005
Thanjavur District,Positive,0.7096
Thanneermukkam,Positive,0.4215
Theni Allinagaram,Negative,-0.6808
Theni District,Positive,0.4934
Thimmapur Karimnagar District,Positive,0.6597
Thirukkattupalli,Positive,0.5994
Thiruparappu,Positive,0.6908
Thiruvallur,Positive,0.6674
Thiruvallur District,Negative,-0.09928333333333342
Thiruvananthapuram,Neutral,0.254296
Thiruvananthapuram District,Negative,0.04075000000000001
Thiruvarur,Negative,-0.7264
Thiruvarur District,Neutral,0.2202
Thoothukkudi District,Negative,-0.872
Thrikkadavoor,Positive,0.3182
Thrikkodithanam,Neutral,0.0
Thrissur,Negative,-0.0024733333333333274
Thrissur District,Positive,0.46610769230769233
Thuraiyur,Neutral,0.0
Thuthipattu,Positive,0.4927
Tihu,Negative,0.03505
Tindivanam,Negative,-0.4215
Tinsukia District,Positive,0.4477142857142857
Tirhut Division,Negative,0.04730000000000001
Tirora,Positive,0.6369
Tiruchendur,Neutral,0.1626
Tiruchengode,Positive,0.7428
Tiruchirappalli,Negative,0.0005018115942028908
Tiruchirappalli District,Negative,0.03140238095238096
Tirunelveli,Negative,0.04346111111111114
Tirunelveli District,Neutral,0.0
Tirupathur District,Negative,-0.13899
Tirupati,Negative,-0.0067849206349206255
Tiruppur,Negative,-0.0036486111111110886
Tiruppur  District,Positive,0.9883000000000001
Tiruppur District,Neutral,0.36826875000000003
Tirupur,Negative,0.06041249999999998
Tirur,Positive,0.43284
Tiruttani,Positive,0.4404
Tiruvallur,Positive,0.3855714285714286
Tiruvannamalai,Positive,0.8399
Tiruvannamalai District,Negative,-0.07735416666666664
Titabor Town,Neutral,0.0
Tnpl Pugalur,Negative,-0.7626
Torban,Negative,-0.7279
Trichy,Positive,0.4404
Trikkur,Neutral,-0.028
Trivandrum,Positive,0.7787428571428572
Tufanganj,Neutral,0.0
Tuljapur,Positive,0.80705
Tumakuru,Negative,0.04348
Tumkur,Neutral,0.0
Tumkur District,Positive,0.8225000000000001
Tumsar,Negative,-0.7906
Tundla Kham,Negative,-0.23024999999999998
Tuni,Neutral,0.24635
Turkapally,Positive,0.44040000000000007
Tusura,Neutral,0.0
Tuticorin,Positive,0.44040000000000007
Udaipur,Negative,0.09279909090909089
Udaipur District,Neutral,0.0
Udaipur Division,Negative,0.10574999999999996
Udalguri,Positive,0.6597
Udgir,Positive,0.4215
Udham Singh Nagar,Positive,0.4404
Udham Singh Nagar District,Positive,0.6249
Udhampur,Positive,0.2263
Udhampur District,Positive,0.6369
Udpura,Neutral,0.0
Udumalpet,Positive,0.66845
Udupi,Negative,-0.026870000000000005
Udupi District,Negative,0.10350624999999998
Ujhani,Positive,0.6249
Ujjain,Negative,0.041620000000000025
Ujjain District,Neutral,0.0
Ukhra,Negative,-0.4767
Uklanamandi,Positive,0.44040000000000007
Ultratech Cement Plant Rawan,Positive,0.4404
Uluberia,Negative,0.044875
Ulundurpet,Neutral,0.2695125
Umargam,Positive,0.6369
Umaria,Positive,0.7184200000000001
Umarkhed,Positive,0.50054
Una,Positive,0.44040000000000007
Una District,Negative,-0.4767
Unguturu,Positive,0.4404
Unhel,Positive,0.22630000000000003
Unnao,Negative,-0.03914999999999999
Unnao District,Negative,0.0013311111111111347
Unokoti District,Positive,0.3167
Upper Assam Division,Positive,0.43095
Upper Tadong,Positive,0.6568
Uran Islampur,Positive,0.4404
Usilampatti,Positive,0.4404
Uthamapalayam,Positive,0.9081
Uthukkoottai,Positive,0.4215
Uthukuli,Positive,0.872
Utnur,Positive,0.40015
Uttar Bagdogra,Positive,0.5291333333333333
Uttar Dinajpur,Positive,0.77165
Uttar Dinajpur District,Negative,-0.02071999999999999
