product_id,product_title,retail_price,Disc__perc,disc_price,rating,summary,review,location,date,upvotes,downvotes,sentiment_score,sentiment,review_sentiment_score,summary_sentiment_score,review_inconsistency,summary_inconsistency,inconsistent
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Waste,Tindivanam,1 day ago,0,0,-0.4215,Negative,-0.4215,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Very poor,V vad phone please dont buy,Suar,1 day ago,0,0,0.3182,Positive,0.3182,-0.5256,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Fair,If taking airtel prepaid locked phone then first put ur airtel sim in phone then start it and must recharge above 199 from poco phone only airtel app  if u dont want to face any phone lock problem,Mohali,1 day ago,0,0,-0.4445,Negative,-0.4445,0.3182,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Hated it!,Display Over the Phone not available in this phone,Hyderabad,2 days ago,0,0,0.0,Neutral,0.0,-0.6696,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Horrible,The set doesnt work without Airtel sim,Tezpur,2 days ago,0,0,0.0,Neutral,0.0,-0.5423,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,System specifications is not good like other smartphone,South Goa,2 days ago,0,0,-0.5448,Negative,-0.5448,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",4,Very Good,Speaker is on upper side that may be a problem while playing video else everything is fine with the phone,Visakhapatnam,2 days ago,0,0,-0.0258,Neutral,-0.0258,0.4927,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Worst quality in a month phone display is blinking,Kenda,2 days ago,0,0,-0.6249,Negative,-0.6249,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Useless product,Do not buy this product,Mumbai,2 days ago,0,0,0.0,Neutral,0.0,-0.4215,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Expected a better product,ui is very bad keeps lagging everytime also I used to be mi user so its quite tough to handle this phone as all the navigation are exactly opposite which made this phone more fruatratingbut handling well day to day tasks just lagging during call as got the ringtone first but cannot be able to pick call,New Delhi,3 days ago,0,0,-0.5584,Negative,-0.5584,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,Sound speaker not properly working bad phone,Rae Bareli District,3 days ago,0,0,0.431,Positive,0.431,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Could be way better,Bad mobile,Kendujhar District,4 days ago,0,0,-0.5423,Negative,-0.5423,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Utterly Disappointed,Dont buy this product,Raghunathpur,4 days ago,0,0,0.0,Neutral,0.0,-0.5256,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Worst experience ever!,Very baad too much slow,Bangalore Division,4 days ago,0,0,0.0,Neutral,0.0,-0.6588,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Terrible product,Woste phone,Chennai,4 days ago,0,0,0.0,Neutral,0.0,-0.4767,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,No Glass adisnal,Giridih,4 days ago,0,0,-0.296,Negative,-0.296,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Nice,Not good not bad average,Srikakulam District,4 days ago,0,0,-0.5824,Negative,-0.5824,0.4215,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Bad quality,Mobile parts is very not quality speakers its gone,Nellore,4 days ago,0,0,0.0,Neutral,0.0,-0.5423,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,Airtel lock  devicenot solution anyone dealer  extra fee payment required 1000 approximatelyreally not advice any one to buy this type of product,Baleshwar District,4 days ago,0,0,0.3182,Positive,0.3182,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Does the job,Very bad,Saran District,4 days ago,0,0,-0.5849,Negative,-0.5849,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Waste of money!,Please dont buy this phone,Bengaluru,4 days ago,0,0,0.3182,Positive,0.3182,-0.4753,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",4,Good quality product,Nice mobile But sound quality low,Madhyamgram,4 days ago,0,0,-0.1901,Negative,-0.1901,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Waste of money!,I am disappointed with the manufacturer and Flipkart There was some software issue phone was locked after putting Airtel sim card I checked with Flipkart and they asked to check with poco and poco asked to check with Airtelthis whole episode continued for a weekatlast I visited poco and shouted on the execs and then they realized there is an issue at their endPhone is working fine But I learned a lesson now that Flipkart is not the same Flipkart like it used to me,Jalandhar,4 days ago,0,0,0.3818,Positive,0.3818,-0.4753,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Waste of money!,Very product u can not run sim card as per your choice,Faridabad,4 days ago,0,0,0.0,Neutral,0.0,-0.4753,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Decent product,Sound is not good,Uttara Kannada District,5 days ago,0,0,-0.3412,Negative,-0.3412,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,Not a good phone,Barbil,5 days ago,0,0,-0.3412,Negative,-0.3412,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",4,Could be way better,No back cover and screen protector provided It would be necessary,Allahabad,5 days ago,0,0,-0.296,Negative,-0.296,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Slightly disappointed,Notgood work,Jamui,5 days ago,0,0,0.0,Neutral,0.0,-0.4228,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,Very bad ,Uttar Dinajpur District,5 days ago,0,0,-0.5849,Negative,-0.5849,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Phone very slow performance,Arakonam,5 days ago,0,0,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Worst experience ever!,Bed quality mobile,Lateri,5 days ago,0,0,0.0,Neutral,0.0,-0.6588,True,True,True
